number of nodes,number of edges,depth,width,diameter
8,7,3,3,5
26,25,13,3,14
3,2,1,2,2
20,19,9,3,10
10,9,4,3,5
85,84,41,5,42
10,9,4,3,5
8,7,3,3,5
1,0,1,1,-1
118,117,52,6,53
8,7,3,3,5
10,9,4,3,5
17,16,8,3,9
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
114,113,51,6,52
8,7,3,3,5
8,7,3,3,5
3,2,1,2,2
8,7,3,4,5
3,2,1,2,2
52,51,17,5,22
8,7,3,3,5
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
19,18,9,3,11
52,51,22,7,24
12,11,6,3,7
1,0,1,1,-1
3,2,1,2,2
16,15,7,3,9
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
32,31,13,4,15
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
8,7,3,4,5
8,7,3,4,5
30,29,11,5,14
40,39,14,5,22
47,46,20,5,25
20,19,9,3,11
3,2,1,2,2
100,99,28,13,30
224,223,56,12,57
3,2,1,2,2
8,7,4,3,5
42,41,15,4,16
6,5,3,3,4
23,22,9,4,11
6,5,2,3,4
6,5,3,3,4
12,11,5,3,6
47,46,13,7,15
17,16,7,4,9
100,99,49,3,50
10,9,4,3,5
12,11,6,3,7
6,5,2,3,4
221,220,35,16,43
32,31,8,8,10
31,30,12,5,14
130,129,36,9,37
42,41,10,9,12
34,33,9,9,11
52,51,22,5,23
246,245,37,23,43
32,31,8,8,10
31,30,12,5,14
29,28,13,4,14
18,17,8,3,10
12,11,6,3,7
1,0,1,1,-1
12,11,5,3,7
34,33,16,3,18
6,5,2,3,4
6,5,2,3,4
681,680,132,13,134
200,199,101,4,102
39,38,15,4,16
33,32,13,4,15
28,27,13,3,14
3,2,1,2,2
8,7,4,3,5
37,36,12,5,14
17,16,7,4,9
98,97,24,8,29
10,9,5,3,6
195,194,50,9,60
3,2,1,2,2
473,472,84,17,85
473,472,84,17,85
41,40,19,4,20
32,31,15,3,16
32,31,15,3,16
32,31,14,4,15
139,138,46,9,47
46,45,18,7,20
6,5,2,3,4
37,36,16,5,18
54,53,26,3,27
10,9,4,3,5
10,9,4,3,5
14,13,6,3,8
104,103,40,7,41
104,103,40,7,41
16,15,7,3,9
126,125,29,13,30
26,25,10,5,12
8,7,4,3,5
8,7,4,3,5
22,21,9,4,10
12,11,5,4,7
43,42,13,5,15
49,48,18,5,20
30,29,12,6,14
20,19,9,3,10
8,7,4,3,5
86,85,32,5,40
918,917,83,36,101
3,2,1,2,2
33,32,14,5,16
321,320,49,16,60
362,361,67,16,68
137,136,51,9,52
222,221,48,17,49
28,27,12,4,14
28,27,12,4,14
32,31,15,3,16
16,15,7,3,9
8,7,4,3,5
16,15,6,4,8
19,18,9,4,11
10,9,4,3,5
31,30,9,6,16
42,41,15,7,16
12,11,5,3,7
96,95,49,3,50
3,2,1,2,2
42,41,22,3,23
8,7,4,3,5
332,331,63,14,70
10,9,4,3,5
8,7,3,3,5
12,11,6,3,7
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
8,7,3,3,5
10,9,4,4,5
3,2,1,2,2
325,324,62,16,68
10,9,5,3,6
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
84,83,19,9,26
75,74,26,6,28
85,84,17,10,26
3,2,1,2,2
14,13,6,3,7
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
13,12,6,3,7
3,2,1,2,2
21,20,9,3,11
3,2,1,2,2
1,0,1,1,-1
40,39,17,5,18
21,20,9,3,10
25,24,10,5,11
48,47,18,7,20
9,8,3,4,5
62,61,28,4,30
76,75,26,8,28
76,75,35,5,36
12,11,5,3,7
14,13,6,5,8
8,7,3,4,5
14,13,6,3,8
14,13,6,3,7
22,21,10,3,12
1,0,1,1,-1
1,0,1,1,-1
10,9,4,3,5
10,9,4,3,5
14,13,6,3,7
3,2,1,2,2
1,0,1,1,-1
103,102,44,7,45
177,176,32,25,35
104,103,23,10,31
1,0,1,1,-1
135,134,23,9,33
145,144,27,9,33
4,3,2,2,3
1,0,1,1,-1
4,3,2,2,3
404,403,33,38,50
122,121,15,20,19
126,125,16,20,21
228,227,72,6,80
420,419,35,38,54
263,262,79,6,87
14,13,7,3,8
34,33,11,6,14
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
12,11,5,3,7
13,12,5,4,7
40,39,20,3,21
18,17,7,4,8
12,11,5,4,7
36,35,14,5,15
36,35,15,4,16
133,132,29,14,35
3,2,1,2,2
36,35,14,5,16
1,0,1,1,-1
6,5,3,3,4
8,7,3,3,5
10,9,4,3,6
25,24,10,4,11
32,31,10,6,15
38,37,16,6,17
9,8,5,3,5
12,11,6,4,7
17,16,6,6,8
11,10,4,4,6
40,39,19,3,20
3,2,1,2,2
93,92,17,13,23
6,5,3,3,4
3,2,1,2,2
19,18,7,4,9
1,0,1,1,-1
24,23,12,3,13
1,0,1,1,-1
21,20,6,7,10
40,39,14,7,18
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
22,21,11,3,12
3,2,1,2,2
6,5,3,3,4
6,5,3,3,4
3,2,1,2,2
3,2,1,2,2
6,5,3,3,4
6,5,3,3,4
6,5,3,3,4
3,2,1,2,2
6,5,3,3,4
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
46,45,23,3,24
145,144,41,7,43
148,147,42,7,44
126,125,31,8,38
122,121,38,7,40
107,106,34,8,36
10,9,5,3,6
58,57,25,4,27
405,404,80,12,82
189,188,34,14,43
77,76,24,8,26
30,29,11,5,12
68,67,20,8,22
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
117,116,33,8,34
3,2,1,2,2
1,0,1,1,-1
171,170,49,9,51
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
51,50,20,6,21
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
69,68,33,3,34
34,33,15,4,16
10,9,4,3,5
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
61,60,25,7,26
24,23,9,5,11
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
77,76,32,7,33
24,23,9,5,11
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
46,45,15,6,18
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
103,102,35,8,37
669,668,116,15,131
8,7,4,3,5
6,5,3,3,4
3,2,1,2,2
74,73,29,6,30
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
19,18,8,3,10
5,4,2,3,3
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
8,7,3,3,5
3,2,1,2,2
26,25,12,3,14
1,0,1,1,-1
21,20,9,3,11
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
6,5,1,5,2
1,0,1,1,-1
10,9,4,3,6
6,5,1,5,2
100,99,29,7,37
61,60,24,5,27
23,22,12,3,14
3,2,1,2,2
57,56,24,5,26
32,31,15,3,16
37,36,14,5,16
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
23,22,12,3,13
11,10,5,4,7
15,14,7,3,8
18,17,9,3,10
48,47,12,8,15
18,17,6,6,10
1,0,1,1,-1
22,21,9,5,10
18,17,6,6,10
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
50,49,14,6,17
19,18,7,5,8
19,18,7,5,8
6,5,2,3,4
23,22,10,3,11
10,9,4,3,5
60,59,14,7,24
195,194,39,11,48
13,12,7,3,8
8,7,4,3,5
13,12,7,3,8
13,12,7,3,8
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
29,28,9,7,11
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
33,32,13,5,14
37,36,13,5,15
8,7,3,3,5
3,2,1,2,2
18,17,7,5,11
22,21,7,5,10
15,14,6,5,8
1,0,1,1,-1
18,17,7,5,11
1,0,1,1,-1
54,53,17,7,21
41,40,13,6,17
3,2,1,2,2
11,10,6,3,7
3,2,1,2,2
3,2,1,2,2
18,17,8,4,9
14,13,7,3,8
8,7,3,3,4
1,0,1,1,-1
1,0,1,1,-1
56,55,17,7,21
58,57,20,6,21
88,87,33,6,35
28,27,15,3,16
69,68,22,6,25
69,68,22,6,25
23,22,9,4,11
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
13,12,5,5,8
28,27,12,4,13
34,33,15,4,16
25,24,8,5,12
8,7,4,3,5
1,0,1,1,-1
17,16,7,4,8
1,0,1,1,-1
1,0,1,1,-1
8,7,3,3,5
16,15,8,3,9
23,22,11,4,12
35,34,13,5,14
1,0,1,1,-1
23,22,9,4,11
27,26,10,4,13
8,7,3,3,5
1,0,1,1,-1
9,8,4,3,6
5,4,2,3,3
8,7,3,3,4
5,4,2,2,3
6,5,2,3,4
1,0,1,1,-1
25,24,12,3,13
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
70,69,22,8,23
50,49,16,6,19
72,71,27,7,28
48,47,18,5,19
85,84,21,11,32
27,26,13,3,15
63,62,20,5,30
37,36,17,4,18
23,22,10,4,11
1,0,1,1,-1
11,10,5,3,6
52,51,5,14,10
1,0,1,1,-1
18,17,8,3,10
20,19,9,3,10
1,0,1,1,-1
1,0,1,1,-1
11,10,3,4,6
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
47,46,20,5,23
1,0,1,1,-1
8,7,3,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
43,42,20,5,23
1,0,1,1,-1
5,4,2,2,3
5,4,2,2,3
5,4,2,2,3
15,14,5,5,7
15,14,5,5,7
6,5,2,3,4
10,9,4,3,5
16,15,7,3,8
10,9,4,3,5
10,9,4,3,5
8,7,4,3,5
8,7,4,3,5
1,0,1,1,-1
6,5,3,3,4
11,10,5,3,6
1,0,1,1,-1
22,21,10,4,11
1,0,1,1,-1
3,2,1,2,2
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
15,14,6,4,7
21,20,8,5,9
11,10,5,3,7
8,7,4,3,5
1,0,1,1,-1
13,12,6,3,8
5,4,2,3,3
1,0,1,1,-1
1,0,1,1,-1
65,64,19,8,21
33,32,12,5,16
131,130,35,8,38
9,8,4,3,5
44,43,17,5,18
76,75,19,11,20
104,103,43,6,45
37,36,10,8,16
1,0,1,1,-1
1,0,1,1,-1
34,33,14,5,15
3,2,1,2,2
10,9,4,4,5
39,38,17,4,18
40,39,19,3,20
8,7,3,3,5
1,0,1,1,-1
10,9,4,3,5
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
35,34,15,5,17
1,0,1,1,-1
16,15,7,3,8
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
5,4,2,2,3
20,19,7,5,11
11,10,5,4,7
17,16,7,3,9
14,13,6,3,8
1,0,1,1,-1
76,75,21,8,26
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
50,49,18,6,19
91,90,31,8,32
7,6,3,3,4
6,5,2,3,4
17,16,8,3,10
10,9,5,3,6
263,262,52,13,56
119,118,27,12,34
17,16,8,3,10
1,0,1,1,-1
83,82,30,6,32
1,0,1,1,-1
20,19,10,3,10
16,15,8,4,9
147,146,31,10,32
30,29,7,8,13
4,3,2,2,3
16,15,8,3,9
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
5,4,2,2,3
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
10,9,4,5,6
22,21,9,5,11
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
12,11,5,3,6
21,20,6,5,11
6,5,2,3,4
42,41,17,5,19
1,0,1,1,-1
8,7,3,3,5
8,7,3,3,5
1,0,1,1,-1
1,0,1,1,-1
11,10,5,3,6
17,16,7,3,8
401,400,59,16,94
209,208,40,13,41
64,63,20,6,22
39,38,17,4,18
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
68,67,32,4,34
62,61,30,4,32
6,5,2,3,4
28,27,12,4,13
6,5,2,3,4
62,61,30,4,32
6,5,3,3,4
6,5,2,3,4
29,28,12,4,13
6,5,2,3,4
1,0,1,1,-1
133,132,38,8,39
41,40,19,3,21
22,21,10,3,12
26,25,12,3,14
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
25,24,11,4,12
1,0,1,1,-1
66,65,18,9,21
27,26,12,4,14
34,33,12,4,14
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
70,69,25,9,27
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
56,55,20,6,22
75,74,21,9,26
8,7,3,3,4
1,0,1,1,-1
31,30,15,3,16
10,9,5,3,6
1,0,1,1,-1
53,52,21,7,22
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
12,11,5,3,7
1,0,1,1,-1
1,0,1,1,-1
34,33,13,5,16
34,33,13,5,16
41,40,16,4,18
45,44,17,4,18
12,11,5,3,7
25,24,9,4,11
18,17,8,3,9
66,65,25,7,26
18,17,8,3,9
1,0,1,1,-1
18,17,8,3,9
18,17,8,3,9
425,424,62,16,89
37,36,16,4,18
62,61,22,5,24
33,32,14,4,16
1,0,1,1,-1
1,0,1,1,-1
21,20,6,5,11
21,20,9,4,11
70,69,27,5,32
21,20,6,5,11
21,20,7,5,9
74,73,27,6,31
21,20,6,5,11
21,20,6,5,11
23,22,10,5,11
3,2,1,2,2
38,37,15,4,16
6,5,2,3,4
1,0,1,1,-1
144,143,41,8,43
29,28,9,5,11
25,24,8,5,13
14,13,6,3,8
4,3,2,2,3
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
14,13,5,5,7
24,23,11,3,12
3,2,1,2,2
18,17,8,3,9
122,121,28,10,41
30,29,13,4,15
1,0,1,1,-1
1,0,1,1,-1
25,24,8,5,13
20,19,9,3,10
3,2,1,2,2
46,45,22,3,24
18,17,8,3,9
43,42,18,4,19
15,14,6,4,8
1,0,1,1,-1
25,24,10,5,13
1,0,1,1,-1
88,87,44,5,45
1,0,1,1,-1
1,0,1,1,-1
29,28,14,2,15
1,0,1,1,-1
275,274,44,15,64
15,14,8,4,9
6,5,3,3,4
112,111,30,9,31
3,2,1,2,2
30,29,13,4,14
12,11,6,3,7
22,21,9,4,10
1,0,1,1,-1
8,7,3,3,5
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
12,11,4,5,5
10,9,4,3,5
9,8,4,3,6
449,448,68,148,78
12,11,5,3,7
6,5,2,3,4
59,58,24,5,25
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
15,14,8,3,9
4,3,2,2,3
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
6,5,3,3,4
6,5,2,3,4
69,68,18,7,28
30,29,9,7,11
10,9,4,3,5
29,28,10,7,14
10,9,4,3,5
6,5,2,3,4
6,5,2,3,4
16,15,7,3,9
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
3,2,1,2,2
6,5,2,3,4
13,12,4,5,7
3,2,1,2,2
8,7,4,3,5
1,0,1,1,-1
8,7,3,3,4
8,7,3,3,4
8,7,3,3,4
8,7,3,3,4
8,7,3,3,4
8,7,3,3,4
8,7,3,3,4
3,2,1,2,2
8,7,3,3,4
8,7,3,3,4
5,4,2,2,3
6,5,2,3,4
20,19,8,5,10
8,7,4,3,5
18,17,8,3,9
6,5,3,3,4
23,22,8,5,11
11,10,5,3,6
3,2,1,2,2
6,5,3,3,4
19,18,9,3,11
188,187,25,17,32
25,24,9,5,11
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
34,33,11,6,13
3,2,1,2,2
1,0,1,1,-1
17,16,8,3,10
6,5,3,3,4
3,2,1,2,2
3,2,1,2,2
13,12,4,4,6
268,267,64,11,96
3,2,1,2,2
23,22,9,4,10
104,103,37,5,39
410,409,36,39,60
106,105,36,5,38
82,81,28,5,30
73,72,24,7,26
132,131,43,5,45
961,960,66,31,126
9,8,4,3,5
17,16,6,5,8
9,8,4,3,5
14,13,5,4,7
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
66,65,21,6,23
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
27,26,13,3,15
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
51,50,15,8,17
1,0,1,1,-1
101,100,26,8,29
27,26,11,5,13
295,294,63,28,70
1,0,1,1,-1
60,59,16,8,19
1,0,1,1,-1
24,23,9,4,11
140,139,51,9,58
11,10,4,3,5
24,23,13,3,14
24,23,13,3,14
3,2,1,2,2
17,16,8,3,10
16,15,8,3,9
16,15,8,3,9
12,11,6,3,7
12,11,6,3,7
12,11,6,3,7
12,11,6,3,7
8,7,4,3,5
8,7,4,3,5
66,65,21,6,23
1,0,1,1,-1
1,0,1,1,-1
8,7,4,3,5
6,5,3,3,4
6,5,3,3,4
8,7,4,3,5
6,5,3,3,4
6,5,3,3,4
8,7,4,3,5
8,7,4,3,5
17,16,8,3,10
6,5,3,3,4
28,27,9,7,11
28,27,9,7,11
153,152,14,48,16
82,81,28,7,30
58,57,20,7,22
28,27,10,7,12
10,9,4,3,6
22,21,10,3,12
46,45,16,7,18
46,45,16,7,18
34,33,12,7,14
28,27,10,7,12
82,81,28,7,30
58,57,20,7,22
28,27,10,7,12
10,9,4,3,6
22,21,10,3,12
46,45,16,7,18
46,45,16,7,18
34,33,12,7,14
28,27,10,7,12
6,5,3,3,4
1,0,1,1,-1
22,21,7,5,10
11,10,5,3,6
37,36,14,5,16
1,0,1,1,-1
10,9,4,3,6
425,424,39,39,63
1,0,1,1,-1
17,16,7,5,9
42,41,15,7,20
19,18,7,4,9
19,18,7,4,9
377,376,62,15,79
40,39,15,5,16
23,22,7,6,12
38,37,14,5,15
44,43,11,7,14
158,157,54,8,55
49,48,15,7,17
149,148,17,19,23
90,89,12,19,17
104,103,37,5,39
106,105,36,5,38
82,81,28,5,30
73,72,24,7,26
132,131,43,5,45
14,13,5,4,7
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
8,7,3,3,5
20,19,5,7,8
10,9,3,4,5
10,9,5,3,6
40,39,3,18,6
10,9,5,3,6
8,7,3,3,5
6,5,2,3,4
143,142,36,8,45
6,5,2,3,4
6,5,3,3,4
24,23,10,5,11
45,44,18,4,19
34,33,14,5,16
6,5,2,3,4
1,0,1,1,-1
1,0,1,1,-1
4,3,2,2,3
1,0,1,1,-1
3,2,1,2,2
161,160,39,7,70
8,7,3,3,4
26,25,12,3,13
62,61,22,5,23
10,9,4,3,6
19,18,8,3,10
30,29,13,4,14
6,5,2,3,4
33,32,14,4,16
12,11,5,3,7
3,2,1,2,2
18,17,8,3,10
1,0,1,1,-1
29,28,12,5,14
1,0,1,1,-1
61,60,23,5,24
3,2,1,2,2
3,2,1,2,2
64,63,28,5,32
40,39,11,6,14
9,8,3,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
30,29,13,4,14
30,29,13,4,14
10,9,5,3,6
51,50,21,4,23
20,19,8,6,10
8,7,4,3,5
16,15,6,4,7
23,22,8,6,9
93,92,41,8,44
1,0,1,1,-1
47,46,16,5,19
10,9,4,3,6
172,171,60,8,69
6,5,3,3,4
30,29,11,6,14
37,36,17,4,19
12,11,5,3,7
26,25,12,3,14
32,31,14,4,16
37,36,17,3,19
3,2,1,2,2
80,79,39,3,40
31,30,15,3,17
10,9,4,3,6
1,0,1,1,-1
14,13,6,3,8
12,11,3,5,6
8,7,3,3,5
6,5,3,3,4
21,20,9,4,12
8,7,3,3,5
17,16,8,3,10
8,7,3,3,5
21,20,9,4,10
30,29,14,3,16
101,100,24,8,39
23,22,11,3,12
15,14,6,4,7
3,2,1,2,2
6,5,2,3,4
14,13,6,3,7
19,18,9,3,10
37,36,16,5,17
26,25,14,3,15
274,273,92,8,93
10,9,4,3,6
26,25,14,3,15
10,9,5,3,6
1,0,1,1,-1
24,23,10,4,11
16,15,8,3,9
13,12,5,4,7
1,0,1,1,-1
3,2,1,2,2
8,7,4,3,5
40,39,17,4,18
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
25,24,10,4,11
1,0,1,1,-1
33,32,11,6,12
6,5,2,3,4
6,5,2,3,4
3,2,1,2,2
6,5,2,3,4
19,18,8,3,10
18,17,8,3,9
24,23,11,3,12
65,64,23,7,24
233,232,79,7,82
13,12,5,3,7
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
23,22,10,3,12
6,5,3,3,4
6,5,3,3,4
20,19,9,3,10
6,5,3,3,4
29,28,12,4,13
13,12,6,3,7
32,31,15,3,16
23,22,11,3,12
25,24,10,4,11
10,9,4,3,5
7,6,3,3,4
12,11,6,3,7
25,24,12,3,14
32,31,15,3,17
18,17,8,3,10
10,9,4,3,6
26,25,12,3,14
21,20,7,5,9
8,7,3,3,5
10,9,5,3,6
16,15,7,3,9
29,28,14,3,15
78,77,14,18,15
3,2,1,2,2
91,90,22,8,35
23,22,11,3,12
108,107,34,5,38
8,7,3,3,5
36,35,7,7,10
14,13,7,3,8
145,144,51,5,53
10,9,4,3,6
9,8,4,3,5
15,14,6,4,7
195,194,36,13,52
6,5,3,3,4
8,7,3,3,5
72,71,18,9,28
3,2,1,2,2
8,7,3,3,5
8,7,4,3,5
24,23,9,4,11
24,23,9,4,11
1,0,1,1,-1
22,21,10,3,12
10,9,4,3,5
1,0,1,1,-1
10,9,4,3,5
37,36,17,4,18
27,26,7,7,14
20,19,8,5,10
12,11,5,3,7
12,11,5,3,7
18,17,8,3,10
12,11,5,3,7
12,11,5,3,7
40,39,15,6,16
12,11,5,3,7
8,7,3,3,4
14,13,6,3,8
12,11,5,3,7
21,20,6,7,10
9,8,5,3,6
6,5,3,3,4
16,15,7,3,8
82,81,25,6,28
9,8,4,3,5
270,269,56,12,61
13,12,5,3,7
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
3,2,1,2,2
3,2,1,2,2
